ID,DATE,ROUTE,centre_BUS
C01087,2024-07-07,Ligne 46,PARIS EST
C01332,2024-07-07,Ligne BATIGNO,BELLIARD
C01248,2024-07-07,Ligne 258,DEFENSE OUEST
C01397,2024-07-07,Ligne N23,PARIS EST
C01118,2024-07-07,Ligne 86,PARIS EST
C01257,2024-07-07,Ligne 276,DEFENSE OUEST
C01138,2024-07-07,Ligne 109,CRETEIL-ST MAUR   
C01214,2024-07-07,Ligne 194,SEINE RIVE GAUCHE
C01232,2024-07-07,Ligne 220,BORDS DE MARNE
C01277,2024-07-07,Ligne 308,CRETEIL-ST MAUR   
C01088,2024-07-07,Ligne 47,VITRY
C01272,2024-07-07,Ligne 301,PARIS EST
C01300,2024-07-07,Ligne ROISSYBUS,AUBERVILLIERS
C01124,2024-07-07,Ligne 93,DEFENSE OUEST
C01126,2024-07-07,Ligne 95,AUBERVILLIERS
C02254,2024-07-07,Ligne 40,BELLIARD
C01485,2024-07-07,Ligne 459,PARIS SUD OUEST
C01253,2024-07-07,Ligne 270,SAINT DENIS
C01341,2024-07-07,Ligne 545,PARIS EST
C01280,2024-07-07,Ligne 317,CRETEIL-ST MAUR   
C01353,2024-07-07,Ligne SUBB,PARIS SUD OUEST
C01074,2024-07-07,Ligne 22,PARIS SUD OUEST
C01407,2024-07-07,Ligne N22,THIAIS
C01211,2024-07-07,Ligne 190,SEINE RIVE GAUCHE
C01304,2024-07-07,Ligne 360,DEFENSE OUEST
C01395,2024-07-07,Ligne N44,SAINT DENIS
C01148,2024-07-07,Ligne 119,MONTROUGE
C01240,2024-07-07,Ligne 244,DEFENSE OUEST
C01401,2024-07-07,Ligne N21,MONTROUGE
C01196,2024-07-07,Ligne 175,RIVES NORD
C01231,2024-07-07,Ligne 217,CRETEIL-ST MAUR   
C01347,2024-07-07,Ligne V4,QUAIS DE SEINE
C01173,2024-07-07,Ligne 148,PAVILLONS
C01154,2024-07-07,Ligne 125,VITRY
C01314,2024-07-07,Ligne 388,SEINE RIVE GAUCHE
C01410,2024-07-07,Ligne N71,THIAIS
C01809,2024-07-07,Ligne 380,VITRY
C01821,2024-07-07,Ligne 486,THIAIS
C01160,2024-07-07,Ligne 132,VITRY
C02243,2024-07-07,Ligne 25,CRETEIL-ST MAUR   
C01185,2024-07-07,Ligne 163,DEFENSE OUEST
C01081,2024-07-07,Ligne 31,AUBERVILLIERS
C01218,2024-07-07,Ligne 199,MONTROUGE
C01075,2024-07-07,Ligne 24,CRETEIL-ST MAUR   
C01266,2024-07-07,Ligne 291,MONTROUGE
C01084,2024-07-07,Ligne 39,PARIS SUD OUEST
C01298,2024-07-07,Ligne 350,FLANDRE
C01127,2024-07-07,Ligne 96,PARIS EST
C01337,2024-07-07,Ligne AUDONIE,RIVES NORD
C02000,2024-07-07,Ligne 259,DEFENSE OUEST
C01210,2024-07-07,Ligne 189,SEINE RIVE GAUCHE
C01335,2024-07-07,Ligne NAVETTE,PARIS EST
C02437,2024-07-07,Ligne 209,BORDS DE MARNE
C01421,2024-07-07,Ligne N122,QUAIS DE SEINE
C02246,2024-07-07,Ligne 71,PARIS EST
C01329,2024-07-07,Ligne CHARONNE,PARIS EST
C01321,2024-07-07,Ligne 396,THIAIS
C01107,2024-07-07,Ligne 72,PARIS SUD OUEST
C01262,2024-07-07,Ligne 285,THIAIS
C01200,2024-07-07,Ligne 179,SEINE RIVE GAUCHE
C01818,2024-07-07,Ligne 208B,CRETEIL-ST MAUR   
C02459,2024-07-07,Ligne 382,THIAIS
C01158,2024-07-07,Ligne 129,PARIS EST
C01078,2024-07-07,Ligne 28,MONTROUGE
C01241,2024-07-07,Ligne 249,FLANDRE
C01226,2024-07-07,Ligne 212,BORDS DE MARNE
C01422,2024-07-07,Ligne N153,QUAIS DE SEINE
C01228,2024-07-07,Ligne 214,BORDS DE MARNE
C01270,2024-07-07,Ligne 297,MONTROUGE
C01098,2024-07-07,Ligne 62,QUAIS DE SEINE
C01163,2024-07-07,Ligne 137,RIVES NORD
C01187,2024-07-07,Ligne 165,DEFENSE OUEST
C01244,2024-07-07,Ligne 252,AUBERVILLIERS
C01261,2024-07-07,Ligne ORLYBUS,QUAIS DE SEINE
C01819,2024-07-07,Ligne 208S,CRETEIL-ST MAUR   
C01356,2024-07-07,Ligne RIVER,RIVES NORD
C01122,2024-07-07,Ligne 91,QUAIS DE SEINE
C01345,2024-07-07,Ligne 559A,DEFENSE OUEST
C01106,2024-07-07,Ligne 70,PARIS SUD OUEST
C01402,2024-07-07,Ligne N61,PARIS SUD OUEST
C02027,2024-07-07,Ligne 260,PARIS SUD OUEST
C01292,2024-07-07,Ligne 340,RIVES NORD
C01125,2024-07-07,Ligne 94,MONTROUGE
C01367,2024-07-07,Ligne V6,QUAIS DE SEINE
C01130,2024-07-07,Ligne 101,CRETEIL-ST MAUR   
C01411,2024-07-07,Ligne N41,PAVILLONS
C01096,2024-07-07,Ligne 60,BELLIARD
C01213,2024-07-07,Ligne 192,THIAIS
C01295,2024-07-07,Ligne 346,PAVILLONS
C01288,2024-07-07,Ligne 325,VITRY
C01119,2024-07-07,Ligne 87,QUAIS DE SEINE
C01282,2024-07-07,Ligne 319,MONTROUGE
C01153,2024-07-07,Ligne 124,BORDS DE MARNE
C01246,2024-07-07,Ligne 255,SAINT DENIS
C01144,2024-07-07,Ligne 115,PARIS EST
C01313,2024-07-07,Ligne 385,THIAIS
C01202,2024-07-07,Ligne 181,CRETEIL-ST MAUR   
C01142,2024-07-07,Ligne 113,BORDS DE MARNE
C01103,2024-07-07,Ligne 67,MONTROUGE
C01320,2024-07-07,Ligne 395,MONTROUGE
C01418,2024-07-07,Ligne N14,MONTROUGE
C01111,2024-07-07,Ligne 76,PARIS EST
C01180,2024-07-07,Ligne 157,DEFENSE OUEST
C01243,2024-07-07,Ligne 251,PAVILLONS
C01135,2024-07-07,Ligne 106,CRETEIL-ST MAUR   
C01398,2024-07-07,Ligne N34,BORDS DE MARNE
C01085,2024-07-07,Ligne 42,PARIS SUD OUEST
C01260,2024-07-07,Ligne 281,CRETEIL-ST MAUR   
C01327,2024-07-07,Ligne 488,THIAIS
C01326,2024-07-07,Ligne 485,THIAIS
C01115,2024-07-07,Ligne 83,QUAIS DE SEINE
C01267,2024-07-07,Ligne 292,THIAIS
C01121,2024-07-07,Ligne 89,SEINE RIVE GAUCHE
C01238,2024-07-07,Ligne 239,SAINT DENIS
C01265,2024-07-07,Ligne 290,SEINE RIVE GAUCHE
C01399,2024-07-07,Ligne N33,CRETEIL-ST MAUR   
C01230,2024-07-07,Ligne 216,MONTROUGE
C01318,2024-07-07,Ligne 393,CRETEIL-ST MAUR   
C01710,2024-07-07,Ligne 487,THIAIS
C01097,2024-07-07,Ligne 61,FLANDRE
C01100,2024-07-07,Ligne 64,PARIS EST
C01086,2024-07-07,Ligne 43,BELLIARD
C01405,2024-07-07,Ligne N45,PAVILLONS
C01305,2024-07-07,Ligne 361,SAINT DENIS
C01161,2024-07-07,Ligne 133,FLANDRE
C01307,2024-07-07,Ligne 367,DEFENSE OUEST
C01172,2024-07-07,Ligne 147,PAVILLONS
C02244,2024-07-07,Ligne 45,AUBERVILLIERS
C01324,2024-07-07,Ligne 467,DEFENSE OUEST
C01315,2024-07-07,Ligne 389,SEINE RIVE GAUCHE
C01168,2024-07-07,Ligne 143,PAVILLONS
C01170,2024-07-07,Ligne 145,PAVILLONS
C01227,2024-07-07,Ligne 213,BORDS DE MARNE
C01188,2024-07-07,Ligne 166,RIVES NORD
C01206,2024-07-07,Ligne 185,THIAIS
C01281,2024-07-07,Ligne 318,PARIS EST
C01311,2024-07-07,Ligne 378,DEFENSE OUEST
C01151,2024-07-07,Ligne 122,PARIS EST
C01319,2024-07-07,Ligne 394,SEINE RIVE GAUCHE
C01174,2024-07-07,Ligne 150,FLANDRE
C01155,2024-07-07,Ligne 126,SEINE RIVE GAUCHE
C01420,2024-07-07,Ligne N12,PARIS EST
C01229,2024-07-07,Ligne 215,PARIS EST
C01223,2024-07-07,Ligne 208A,CRETEIL-ST MAUR   
C01342,2024-07-07,Ligne TUB,Pavillons
C01275,2024-07-07,Ligne 304,DEFENSE OUEST
C01165,2024-07-07,Ligne 139,AUBERVILLIERS
C01197,2024-07-07,Ligne 176,DEFENSE OUEST
C01279,2024-07-07,Ligne 312,BORDS DE MARNE
C01839,2024-07-07,Ligne PORT,RIVES NORD
C01330,2024-07-07,Ligne BIEVRES,QUAIS DE SEINE
C01225,2024-07-07,Ligne 211,BORDS DE MARNE
C01221,2024-07-07,Ligne 206,BORDS DE MARNE
C01251,2024-07-07,Ligne 268,SAINT DENIS
C01079,2024-07-07,Ligne 29,PARIS EST
C01171,2024-07-07,Ligne 146,PAVILLONS
C01283,2024-07-07,Ligne 320,BORDS DE MARNE
C01415,2024-07-07,Ligne N11,DEFENSE OUEST
C01409,2024-07-07,Ligne N53,DEFENSE OUEST
C01147,2024-07-07,Ligne 118,BORDS DE MARNE
C01109,2024-07-07,Ligne 74,RIVES NORD
C01146,2024-07-07,Ligne 117,CRETEIL-ST MAUR   
C01072,2024-07-07,Ligne 20,PARIS EST
C01340,2024-07-07,Ligne AS,DEFENSE OUEST
C01222,2024-07-07,Ligne 207,BORDS DE MARNE
C01392,2024-07-07,Ligne N24,DEFENSE OUEST
C01239,2024-07-07,Ligne 241,DEFENSE OUEST
C01351,2024-07-07,Ligne 566,DEFENSE OUEST
C01360,2024-07-07,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01216,2024-07-07,Ligne 196,MONTROUGE
C01116,2024-07-07,Ligne 84,MONTROUGE
C02205,2024-07-07,Ligne PC,BELLIARD
C01077,2024-07-07,Ligne 27,QUAIS DE SEINE
C01328,2024-07-07,Ligne 492,THIAIS
C01082,2024-07-07,Ligne 32,BELLIARD
C01236,2024-07-07,Ligne 237,RIVES NORD
C01363,2024-07-07,Ligne V7,THIAIS
C02080,2024-07-07,Ligne 559B,DEFENSE OUEST
C01212,2024-07-07,Ligne 191,SEINE RIVE GAUCHE
C01215,2024-07-07,Ligne 195,SEINE RIVE GAUCHE
C01156,2024-07-07,Ligne 127,BORDS DE MARNE
C01134,2024-07-07,Ligne 105,PAVILLONS
C01159,2024-07-07,Ligne 131,VITRY
C01145,2024-07-07,Ligne 116,BORDS DE MARNE
C01249,2024-07-07,Ligne 261,SAINT DENIS
C01110,2024-07-07,Ligne 75,FLANDRE
C01176,2024-07-07,Ligne 152,FLANDRE
C01137,2024-07-07,Ligne 108,CRETEIL-ST MAUR   
C01149,2024-07-07,Ligne 120,BORDS DE MARNE
C01166,2024-07-07,Ligne 140,RIVES NORD
C01234,2024-07-07,Ligne 234,PAVILLONS
C01140,2024-07-07,Ligne 111,CRETEIL-ST MAUR   
C02494,2024-07-07,Ligne BUSM14,ne pas prendre
C01201,2024-07-07,Ligne 180,QUAIS DE SEINE
C01695,2024-07-07,Ligne 247,PAVILLONS
C02007,2024-07-07,Ligne 168,SAINT DENIS
C01120,2024-07-07,Ligne 88,MONTROUGE
C01406,2024-07-07,Ligne N43,AUBERVILLIERS
C01108,2024-07-07,Ligne 73,DEFENSE OUEST
C01412,2024-07-07,Ligne N35,CRETEIL-ST MAUR   
C01331,2024-07-07,Ligne TILLBUS,PARIS EST
C01192,2024-07-07,Ligne 171,PARIS SUD OUEST
C01254,2024-07-07,Ligne 272,DEFENSE OUEST
C02288,2024-07-07,Ligne 193,VITRY
C01112,2024-07-07,Ligne 80,BELLIARD
C01184,2024-07-07,Ligne 162,SEINE RIVE GAUCHE
C01263,2024-07-07,Ligne 286,THIAIS
C01209,2024-07-07,Ligne 188,MONTROUGE
C01217,2024-07-07,Ligne 197,MONTROUGE
C02082,2024-07-07,Ligne 559D,DEFENSE OUEST
C01289,2024-07-07,Ligne 330,FLANDRE
C01299,2024-07-07,Ligne 351,PAVILLONS
C02008,2024-07-07,Ligne 353,SAINT DENIS
C01092,2024-07-07,Ligne 54,AUBERVILLIERS
C01136,2024-07-07,Ligne 107,CRETEIL-ST MAUR   
C01354,2024-07-07,Ligne TUC,RIVES NORD
C01073,2024-07-07,Ligne 21,MONTROUGE
C01090,2024-07-07,Ligne 52,PARIS SUD OUEST
C01182,2024-07-07,Ligne 159,DEFENSE OUEST
C01083,2024-07-07,Ligne 38,AUBERVILLIERS
C01123,2024-07-07,Ligne 92,MONTROUGE
C01362,2024-07-07,Ligne V5,QUAIS DE SEINE
C01252,2024-07-07,Ligne 269,SAINT DENIS
C01756,2024-07-07,Ligne 337,SAINT DENIS
C01104,2024-07-07,Ligne 68,SEINE RIVE GAUCHE
C01181,2024-07-07,Ligne 158,DEFENSE OUEST
C01195,2024-07-07,Ligne 174,RIVES NORD
C01224,2024-07-07,Ligne 210,BORDS DE MARNE
C02245,2024-07-07,Ligne 59,MONTROUGE
C01194,2024-07-07,Ligne 173,FLANDRE
C01219,2024-07-07,Ligne 201,CRETEIL-ST MAUR   
C01322,2024-07-07,Ligne 399,MONTROUGE
C01338,2024-07-07,Ligne EOLIEN,DEFENSE OUEST
C02538,2024-07-07,Ligne 311,BORDS DE MARNE
C01359,2024-07-07,Ligne V3,VITRY
C01233,2024-07-07,Ligne 221,BORDS DE MARNE
C01256,2024-07-07,Ligne 275,DEFENSE OUEST
C01207,2024-07-07,Ligne 186,VITRY
C01274,2024-07-07,Ligne 303,BORDS DE MARNE
C01094,2024-07-07,Ligne 57,QUAIS DE SEINE
C01302,2024-07-07,Ligne 355,SAINT DENIS
C01333,2024-07-07,Ligne NEY-FLA,BELLIARD
C01696,2024-07-07,Ligne 248,FLANDRE
C01303,2024-07-07,Ligne 356,SAINT DENIS
C01186,2024-07-07,Ligne 164,DEFENSE OUEST
C01157,2024-07-07,Ligne 128,MONTROUGE   
C01175,2024-07-07,Ligne 151,FLANDRE
C01167,2024-07-07,Ligne 141,DEFENSE OUEST
C01204,2024-07-07,Ligne 183,THIAIS
C01245,2024-07-07,Ligne 253,SAINT DENIS
C01242,2024-07-07,Ligne 250,SAINT DENIS
C01316,2024-07-07,Ligne 390,SEINE RIVE GAUCHE
C01076,2024-07-07,Ligne 26,BELLIARD
C01208,2024-07-07,Ligne 187,THIAIS
C01117,2024-07-07,Ligne 85,RIVES NORD
C01287,2024-07-07,Ligne 323,SEINE RIVE GAUCHE
C01396,2024-07-07,Ligne N42,FLANDRE
C01190,2024-07-07,Ligne 169,PARIS SUD OUEST
C01143,2024-07-07,Ligne 114,BORDS DE MARNE
C02457,2024-07-07,Ligne LBLEUE,DEFENSE OUEST
C01237,2024-07-07,Ligne 238,RIVES NORD
C01393,2024-07-07,Ligne N52,RIVES NORD
C01807,2024-07-07,Ligne N66,SEINE RIVE GAUCHE
C01408,2024-07-07,Ligne N63,SEINE RIVE GAUCHE
C01278,2024-07-07,Ligne 310,BORDS DE MARNE
C01404,2024-07-07,Ligne N32,CRETEIL-ST MAUR   
C01276,2024-07-07,Ligne 306,CRETEIL-ST MAUR   
C01258,2024-07-07,Ligne 278,DEFENSE OUEST
C01350,2024-07-07,Ligne 565,DEFENSE OUEST
C01416,2024-07-07,Ligne N16,PARIS EST
C01095,2024-07-07,Ligne 58,SEINE RIVE GAUCHE
C01247,2024-07-07,Ligne 256,SAINT DENIS
C01285,2024-07-07,Ligne 321,BORDS DE MARNE
C01235,2024-07-07,Ligne 235,RIVES NORD
C01310,2024-07-07,Ligne 372,CRETEIL-ST MAUR   
C01198,2024-07-08,Ligne 177,RIVES NORD
C01363,2024-07-08,Ligne V7,THIAIS
C01149,2024-07-08,Ligne 120,BORDS DE MARNE
C02245,2024-07-08,Ligne 59,MONTROUGE
C01155,2024-07-08,Ligne 126,SEINE RIVE GAUCHE
C01347,2024-07-08,Ligne V4,QUAIS DE SEINE
C02007,2024-07-08,Ligne 168,SAINT DENIS
C01125,2024-07-08,Ligne 94,MONTROUGE
C01316,2024-07-08,Ligne 390,SEINE RIVE GAUCHE
C02251,2024-07-08,Ligne 77,PARIS EST
C01313,2024-07-08,Ligne 385,THIAIS
C01191,2024-07-08,Ligne 170,AUBERVILLIERS
C01142,2024-07-08,Ligne 113,BORDS DE MARNE
C01122,2024-07-08,Ligne 91,QUAIS DE SEINE
C01393,2024-07-08,Ligne N52,RIVES NORD
C01144,2024-07-08,Ligne 115,PARIS EST
C02244,2024-07-08,Ligne 45,AUBERVILLIERS
C01163,2024-07-08,Ligne 137,RIVES NORD
C01136,2024-07-08,Ligne 107,CRETEIL-ST MAUR   
C01139,2024-07-08,Ligne 110,CRETEIL-ST MAUR   
C01196,2024-07-08,Ligne 175,RIVES NORD
C01317,2024-07-08,Ligne 391,SEINE RIVE GAUCHE
C01410,2024-07-08,Ligne N71,THIAIS
C01299,2024-07-08,Ligne 351,PAVILLONS
C01314,2024-07-08,Ligne 388,SEINE RIVE GAUCHE
C01206,2024-07-08,Ligne 185,THIAIS
C01166,2024-07-08,Ligne 140,RIVES NORD
C01324,2024-07-08,Ligne 467,DEFENSE OUEST
C01217,2024-07-08,Ligne 197,MONTROUGE
C01189,2024-07-08,Ligne 167,DEFENSE OUEST
C01418,2024-07-08,Ligne N14,MONTROUGE
C01222,2024-07-08,Ligne 207,BORDS DE MARNE
C02000,2024-07-08,Ligne 259,DEFENSE OUEST
C01277,2024-07-08,Ligne 308,CRETEIL-ST MAUR   
C01165,2024-07-08,Ligne 139,AUBERVILLIERS
C01341,2024-07-08,Ligne 545,PARIS EST
C01780,2024-07-08,Ligne THIAIS,ne pas prendre
C01406,2024-07-08,Ligne N43,AUBERVILLIERS
C01294,2024-07-08,Ligne 341,BELLIARD
C01280,2024-07-08,Ligne 317,CRETEIL-ST MAUR   
C01342,2024-07-08,Ligne TUB,Pavillons
C01256,2024-07-08,Ligne 275,DEFENSE OUEST
C01132,2024-07-08,Ligne 103,CRETEIL-ST MAUR   
C01403,2024-07-08,Ligne N62,SEINE RIVE GAUCHE
C01177,2024-07-08,Ligne 153,SAINT DENIS
C01412,2024-07-08,Ligne N35,CRETEIL-ST MAUR   
C02008,2024-07-08,Ligne 353,SAINT DENIS
C01226,2024-07-08,Ligne 212,BORDS DE MARNE
C01227,2024-07-08,Ligne 213,BORDS DE MARNE
C01079,2024-07-08,Ligne 29,PARIS EST
C01097,2024-07-08,Ligne 61,FLANDRE
C01401,2024-07-08,Ligne N21,MONTROUGE
C01255,2024-07-08,Ligne 274,RIVES NORD
C01172,2024-07-08,Ligne 147,PAVILLONS
C01245,2024-07-08,Ligne 253,SAINT DENIS
C01249,2024-07-08,Ligne 261,SAINT DENIS
C01107,2024-07-08,Ligne 72,PARIS SUD OUEST
C01272,2024-07-08,Ligne 301,PARIS EST
C01367,2024-07-08,Ligne V6,QUAIS DE SEINE
C01085,2024-07-08,Ligne 42,PARIS SUD OUEST
C01119,2024-07-08,Ligne 87,QUAIS DE SEINE
C01118,2024-07-08,Ligne 86,PARIS EST
C01219,2024-07-08,Ligne 201,CRETEIL-ST MAUR   
C01311,2024-07-08,Ligne 378,DEFENSE OUEST
C01415,2024-07-08,Ligne N11,DEFENSE OUEST
C01228,2024-07-08,Ligne 214,BORDS DE MARNE
C01205,2024-07-08,Ligne 184,VITRY
C01152,2024-07-08,Ligne 123,SEINE RIVE GAUCHE
C01212,2024-07-08,Ligne 191,SEINE RIVE GAUCHE
C01267,2024-07-08,Ligne 292,THIAIS
C01329,2024-07-08,Ligne CHARONNE,PARIS EST
C01360,2024-07-08,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01419,2024-07-08,Ligne N13,SEINE RIVE GAUCHE
C01225,2024-07-08,Ligne 211,BORDS DE MARNE
C01409,2024-07-08,Ligne N53,DEFENSE OUEST
C01215,2024-07-08,Ligne 195,SEINE RIVE GAUCHE
C01251,2024-07-08,Ligne 268,SAINT DENIS
C01120,2024-07-08,Ligne 88,MONTROUGE
C01481,2024-07-08,Ligne 426,PARIS SUD OUEST
C02080,2024-07-08,Ligne 559B,DEFENSE OUEST
C01821,2024-07-08,Ligne 486,THIAIS
C01710,2024-07-08,Ligne 487,THIAIS
C01281,2024-07-08,Ligne 318,PARIS EST
C01093,2024-07-08,Ligne 56,PARIS EST
C01080,2024-07-08,Ligne 30,PARIS SUD OUEST
C02246,2024-07-08,Ligne 71,PARIS EST
C01279,2024-07-08,Ligne 312,BORDS DE MARNE
C01169,2024-07-08,Ligne 144,DEFENSE OUEST
C01275,2024-07-08,Ligne 304,DEFENSE OUEST
C01072,2024-07-08,Ligne 20,PARIS EST
C01417,2024-07-08,Ligne N15,QUAIS DE SEINE
C01173,2024-07-08,Ligne 148,PAVILLONS
C01214,2024-07-08,Ligne 194,SEINE RIVE GAUCHE
C01090,2024-07-08,Ligne 52,PARIS SUD OUEST
C01818,2024-07-08,Ligne 208B,CRETEIL-ST MAUR   
C01680,2024-07-08,Ligne 35,AUBERVILLIERS
C01353,2024-07-08,Ligne SUBB,PARIS SUD OUEST
C01696,2024-07-08,Ligne 248,FLANDRE
C01102,2024-07-08,Ligne 66,RIVES NORD
C01361,2024-07-08,Ligne V2,THIAIS
C01204,2024-07-08,Ligne 183,THIAIS
C01083,2024-07-08,Ligne 38,AUBERVILLIERS
C01147,2024-07-08,Ligne 118,BORDS DE MARNE
C01075,2024-07-08,Ligne 24,CRETEIL-ST MAUR   
C01108,2024-07-08,Ligne 73,DEFENSE OUEST
C01809,2024-07-08,Ligne 380,VITRY
C01135,2024-07-08,Ligne 106,CRETEIL-ST MAUR   
C01258,2024-07-08,Ligne 278,DEFENSE OUEST
C01110,2024-07-08,Ligne 75,FLANDRE
C01289,2024-07-08,Ligne 330,FLANDRE
C01115,2024-07-08,Ligne 83,QUAIS DE SEINE
C01233,2024-07-08,Ligne 221,BORDS DE MARNE
C01161,2024-07-08,Ligne 133,FLANDRE
C01229,2024-07-08,Ligne 215,PARIS EST
C01087,2024-07-08,Ligne 46,PARIS EST
C01234,2024-07-08,Ligne 234,PAVILLONS
C01261,2024-07-08,Ligne ORLYBUS,QUAIS DE SEINE
C01287,2024-07-08,Ligne 323,SEINE RIVE GAUCHE
C01839,2024-07-08,Ligne PORT,RIVES NORD
C01130,2024-07-08,Ligne 101,CRETEIL-ST MAUR   
C01359,2024-07-08,Ligne V3,VITRY
C01421,2024-07-08,Ligne N122,QUAIS DE SEINE
C01232,2024-07-08,Ligne 220,BORDS DE MARNE
C01362,2024-07-08,Ligne V5,QUAIS DE SEINE
C01143,2024-07-08,Ligne 114,BORDS DE MARNE
C01260,2024-07-08,Ligne 281,CRETEIL-ST MAUR   
C01356,2024-07-08,Ligne RIVER,RIVES NORD
C01266,2024-07-08,Ligne 291,MONTROUGE
C01182,2024-07-08,Ligne 159,DEFENSE OUEST
C01202,2024-07-08,Ligne 181,CRETEIL-ST MAUR   
C01340,2024-07-08,Ligne AS,DEFENSE OUEST
C01309,2024-07-08,Ligne 370,SAINT DENIS
C01254,2024-07-08,Ligne 272,DEFENSE OUEST
C01420,2024-07-08,Ligne N12,PARIS EST
C01109,2024-07-08,Ligne 74,RIVES NORD
C01248,2024-07-08,Ligne 258,DEFENSE OUEST
C01114,2024-07-08,Ligne 82,PARIS SUD OUEST
C01407,2024-07-08,Ligne N22,THIAIS
C01318,2024-07-08,Ligne 393,CRETEIL-ST MAUR   
C01221,2024-07-08,Ligne 206,BORDS DE MARNE
C01071,2024-07-08,Ligne TVM,THIAIS
C01400,2024-07-08,Ligne N31,VITRY
C01153,2024-07-08,Ligne 124,BORDS DE MARNE
C01183,2024-07-08,Ligne 160,DEFENSE OUEST
C01088,2024-07-08,Ligne 47,VITRY
C01197,2024-07-08,Ligne 176,DEFENSE OUEST
C01328,2024-07-08,Ligne 492,THIAIS
C01252,2024-07-08,Ligne 269,SAINT DENIS
C01695,2024-07-08,Ligne 247,PAVILLONS
C01077,2024-07-08,Ligne 27,QUAIS DE SEINE
C01338,2024-07-08,Ligne EOLIEN,DEFENSE OUEST
C01807,2024-07-08,Ligne N66,SEINE RIVE GAUCHE
C01354,2024-07-08,Ligne TUC,RIVES NORD
C01247,2024-07-08,Ligne 256,SAINT DENIS
C02437,2024-07-08,Ligne 209,BORDS DE MARNE
C01174,2024-07-08,Ligne 150,FLANDRE
C01074,2024-07-08,Ligne 22,PARIS SUD OUEST
C01808,2024-07-08,Ligne 254,SAINT DENIS
C01278,2024-07-08,Ligne 310,BORDS DE MARNE
C01276,2024-07-08,Ligne 306,CRETEIL-ST MAUR   
C01411,2024-07-08,Ligne N41,PAVILLONS
C02082,2024-07-08,Ligne 559D,DEFENSE OUEST
C01395,2024-07-08,Ligne N44,SAINT DENIS
C01158,2024-07-08,Ligne 129,PARIS EST
C01104,2024-07-08,Ligne 68,SEINE RIVE GAUCHE
C01326,2024-07-08,Ligne 485,THIAIS
C01235,2024-07-08,Ligne 235,RIVES NORD
C01168,2024-07-08,Ligne 143,PAVILLONS
C01133,2024-07-08,Ligne 104,CRETEIL-ST MAUR   
C01218,2024-07-08,Ligne 199,MONTROUGE
C01157,2024-07-08,Ligne 128,MONTROUGE   
C01094,2024-07-08,Ligne 57,QUAIS DE SEINE
C01240,2024-07-08,Ligne 244,DEFENSE OUEST
C01134,2024-07-08,Ligne 105,PAVILLONS
C01408,2024-07-08,Ligne N63,SEINE RIVE GAUCHE
C01171,2024-07-08,Ligne 146,PAVILLONS
C01200,2024-07-08,Ligne 179,SEINE RIVE GAUCHE
C01263,2024-07-08,Ligne 286,THIAIS
C01304,2024-07-08,Ligne 360,DEFENSE OUEST
C01422,2024-07-08,Ligne N153,QUAIS DE SEINE
C01268,2024-07-08,Ligne 294,SEINE RIVE GAUCHE
C01305,2024-07-08,Ligne 361,SAINT DENIS
C01285,2024-07-08,Ligne 321,BORDS DE MARNE
C01192,2024-07-08,Ligne 171,PARIS SUD OUEST
C01184,2024-07-08,Ligne 162,SEINE RIVE GAUCHE
C01123,2024-07-08,Ligne 92,MONTROUGE
C01150,2024-07-08,Ligne 121,PARIS EST
C01159,2024-07-08,Ligne 131,VITRY
C01140,2024-07-08,Ligne 111,CRETEIL-ST MAUR   
C01203,2024-07-08,Ligne 182,VITRY
C01082,2024-07-08,Ligne 32,BELLIARD
C01117,2024-07-08,Ligne 85,RIVES NORD
C01399,2024-07-08,Ligne N33,CRETEIL-ST MAUR   
C01201,2024-07-08,Ligne 180,QUAIS DE SEINE
C01271,2024-07-08,Ligne 299,MONTROUGE 
C01286,2024-07-08,Ligne 322,PARIS EST
C01239,2024-07-08,Ligne 241,DEFENSE OUEST
C01265,2024-07-08,Ligne 290,SEINE RIVE GAUCHE
C01319,2024-07-08,Ligne 394,SEINE RIVE GAUCHE
C01164,2024-07-08,Ligne 138,SAINT DENIS
C01335,2024-07-08,Ligne NAVETTE,PARIS EST
C01236,2024-07-08,Ligne 237,RIVES NORD
C02243,2024-07-08,Ligne 25,CRETEIL-ST MAUR   
C01315,2024-07-08,Ligne 389,SEINE RIVE GAUCHE
C01241,2024-07-08,Ligne 249,FLANDRE
C01095,2024-07-08,Ligne 58,SEINE RIVE GAUCHE
C02027,2024-07-08,Ligne 260,PARIS SUD OUEST
C01350,2024-07-08,Ligne 565,DEFENSE OUEST
C02254,2024-07-08,Ligne 40,BELLIARD
C01126,2024-07-08,Ligne 95,AUBERVILLIERS
C02459,2024-07-08,Ligne 382,THIAIS
C01186,2024-07-08,Ligne 164,DEFENSE OUEST
C01320,2024-07-08,Ligne 395,MONTROUGE
C01112,2024-07-08,Ligne 80,BELLIARD
C01092,2024-07-08,Ligne 54,AUBERVILLIERS
C01111,2024-07-08,Ligne 76,PARIS EST
C01187,2024-07-08,Ligne 165,DEFENSE OUEST
C01230,2024-07-08,Ligne 216,MONTROUGE
C01211,2024-07-08,Ligne 190,SEINE RIVE GAUCHE
C02457,2024-07-08,Ligne LBLEUE,DEFENSE OUEST
