ID,DATE,ROUTE,centre_BUS
C01132,2024-08-19,Ligne 103,CRETEIL-ST MAUR   
C01268,2024-08-19,Ligne 294,SEINE RIVE GAUCHE
C01208,2024-08-19,Ligne 187,THIAIS
C01216,2024-08-19,Ligne 196,MONTROUGE
C01367,2024-08-19,Ligne V6,QUAIS DE SEINE
C01213,2024-08-19,Ligne 192,THIAIS
C01338,2024-08-19,Ligne EOLIEN,DEFENSE OUEST
C01095,2024-08-19,Ligne 58,SEINE RIVE GAUCHE
C01406,2024-08-19,Ligne N43,AUBERVILLIERS
C01266,2024-08-19,Ligne 291,MONTROUGE
C01257,2024-08-19,Ligne 276,DEFENSE OUEST
C01090,2024-08-19,Ligne 52,PARIS SUD OUEST
C01217,2024-08-19,Ligne 197,MONTROUGE
C01125,2024-08-19,Ligne 94,MONTROUGE
C01168,2024-08-19,Ligne 143,PAVILLONS
C01211,2024-08-19,Ligne 190,SEINE RIVE GAUCHE
C01189,2024-08-19,Ligne 167,DEFENSE OUEST
C01224,2024-08-19,Ligne 210,BORDS DE MARNE
C01089,2024-08-19,Ligne 48,PARIS EST
C01126,2024-08-19,Ligne 95,AUBERVILLIERS
C01365,2024-08-19,Ligne TUVIM,SEINE RIVE GAUCHE
C01121,2024-08-19,Ligne 89,SEINE RIVE GAUCHE
C01203,2024-08-19,Ligne 182,VITRY
C01104,2024-08-19,Ligne 68,SEINE RIVE GAUCHE
C01204,2024-08-19,Ligne 183,THIAIS
C01108,2024-08-19,Ligne 73,DEFENSE OUEST
C01263,2024-08-19,Ligne 286,THIAIS
C01295,2024-08-19,Ligne 346,PAVILLONS
C01342,2024-08-19,Ligne TUB,Pavillons
C01159,2024-08-19,Ligne 131,VITRY
C01209,2024-08-19,Ligne 188,MONTROUGE
C01081,2024-08-19,Ligne 31,AUBERVILLIERS
C01362,2024-08-19,Ligne V5,QUAIS DE SEINE
C01277,2024-08-19,Ligne 308,CRETEIL-ST MAUR   
C01142,2024-08-19,Ligne 113,BORDS DE MARNE
C01075,2024-08-19,Ligne 24,CRETEIL-ST MAUR   
C01281,2024-08-19,Ligne 318,PARIS EST
C01402,2024-08-19,Ligne N61,PARIS SUD OUEST
C01400,2024-08-19,Ligne N31,VITRY
C01072,2024-08-19,Ligne 20,PARIS EST
C01097,2024-08-19,Ligne 61,FLANDRE
C01240,2024-08-19,Ligne 244,DEFENSE OUEST
C01232,2024-08-19,Ligne 220,BORDS DE MARNE
C01242,2024-08-19,Ligne 250,SAINT DENIS
C01207,2024-08-19,Ligne 186,VITRY
C01696,2024-08-19,Ligne 248,FLANDRE
C01780,2024-08-19,Ligne THIAIS,ne pas prendre
C01182,2024-08-19,Ligne 159,DEFENSE OUEST
C01333,2024-08-19,Ligne NEY-FLA,BELLIARD
C01821,2024-08-19,Ligne 486,THIAIS
C01116,2024-08-19,Ligne 84,MONTROUGE
C01309,2024-08-19,Ligne 370,SAINT DENIS
C01167,2024-08-19,Ligne 141,DEFENSE OUEST
C01146,2024-08-19,Ligne 117,CRETEIL-ST MAUR   
C01253,2024-08-19,Ligne 270,SAINT DENIS
C01172,2024-08-19,Ligne 147,PAVILLONS
C01202,2024-08-19,Ligne 181,CRETEIL-ST MAUR   
C01418,2024-08-19,Ligne N14,MONTROUGE
C01332,2024-08-19,Ligne BATIGNO,BELLIARD
C01311,2024-08-19,Ligne 378,DEFENSE OUEST
C01233,2024-08-19,Ligne 221,BORDS DE MARNE
C02027,2024-08-20,Ligne 260,PARIS SUD OUEST
C01335,2024-08-20,Ligne NAVETTE,PARIS EST
C01286,2024-08-20,Ligne 322,PARIS EST
C01405,2024-08-20,Ligne N45,PAVILLONS
C01276,2024-08-20,Ligne 306,CRETEIL-ST MAUR   
C01313,2024-08-20,Ligne 385,THIAIS
C01337,2024-08-20,Ligne AUDONIE,RIVES NORD
C01322,2024-08-20,Ligne 399,MONTROUGE
C01264,2024-08-20,Ligne 289,SEINE RIVE GAUCHE
C01176,2024-08-20,Ligne 152,FLANDRE
C01235,2024-08-20,Ligne 235,RIVES NORD
C01780,2024-08-20,Ligne THIAIS,ne pas prendre
C01396,2024-08-20,Ligne N42,FLANDRE
C01098,2024-08-20,Ligne 62,QUAIS DE SEINE
C01321,2024-08-20,Ligne 396,THIAIS
C01147,2024-08-20,Ligne 118,BORDS DE MARNE
C01177,2024-08-20,Ligne 153,SAINT DENIS
C01298,2024-08-20,Ligne 350,FLANDRE
C01401,2024-08-20,Ligne N21,MONTROUGE
C02457,2024-08-20,Ligne LBLEUE,DEFENSE OUEST
C01100,2024-08-20,Ligne 64,PARIS EST
C01186,2024-08-20,Ligne 164,DEFENSE OUEST
C01283,2024-08-20,Ligne 320,BORDS DE MARNE
C01288,2024-08-20,Ligne 325,VITRY
C01809,2024-08-20,Ligne 380,VITRY
C01194,2024-08-20,Ligne 173,FLANDRE
C02080,2024-08-20,Ligne 559B,DEFENSE OUEST
C01189,2024-08-20,Ligne 167,DEFENSE OUEST
C01327,2024-08-20,Ligne 488,THIAIS
C01206,2024-08-20,Ligne 185,THIAIS
C01209,2024-08-20,Ligne 188,MONTROUGE
C01170,2024-08-20,Ligne 145,PAVILLONS
C01145,2024-08-20,Ligne 116,BORDS DE MARNE
C02007,2024-08-20,Ligne 168,SAINT DENIS
C01111,2024-08-20,Ligne 76,PARIS EST
C01120,2024-08-20,Ligne 88,MONTROUGE
C01115,2024-08-20,Ligne 83,QUAIS DE SEINE
C01223,2024-08-20,Ligne 208A,CRETEIL-ST MAUR   
C01398,2024-08-20,Ligne N34,BORDS DE MARNE
C01174,2024-08-20,Ligne 150,FLANDRE
C01139,2024-08-20,Ligne 110,CRETEIL-ST MAUR   
C01354,2024-08-20,Ligne TUC,RIVES NORD
C01268,2024-08-20,Ligne 294,SEINE RIVE GAUCHE
C01270,2024-08-20,Ligne 297,MONTROUGE
C01395,2024-08-20,Ligne N44,SAINT DENIS
C01340,2024-08-20,Ligne AS,DEFENSE OUEST
C01255,2024-08-20,Ligne 274,RIVES NORD
C01287,2024-08-20,Ligne 323,SEINE RIVE GAUCHE
C01237,2024-08-20,Ligne 238,RIVES NORD
C01157,2024-08-20,Ligne 128,MONTROUGE   
C01200,2024-08-20,Ligne 179,SEINE RIVE GAUCHE
C01072,2024-08-20,Ligne 20,PARIS EST
C01260,2024-08-20,Ligne 281,CRETEIL-ST MAUR   
C01123,2024-08-20,Ligne 92,MONTROUGE
C01238,2024-08-20,Ligne 239,SAINT DENIS
C01363,2024-08-20,Ligne V7,THIAIS
C01084,2024-08-20,Ligne 39,PARIS SUD OUEST
C01199,2024-08-20,Ligne 178,RIVES NORD
C01333,2024-08-20,Ligne NEY-FLA,BELLIARD
C01394,2024-08-20,Ligne N51,BELLIARD
C01239,2024-08-20,Ligne 241,DEFENSE OUEST
C01076,2024-08-20,Ligne 26,BELLIARD
C01488,2024-08-20,Ligne 471,PARIS SUD OUEST
C01402,2024-08-20,Ligne N61,PARIS SUD OUEST
C01130,2024-08-20,Ligne 101,CRETEIL-ST MAUR   
C01220,2024-08-20,Ligne 203,BORDS DE MARNE
C01092,2024-08-20,Ligne 54,AUBERVILLIERS
C01119,2024-08-20,Ligne 87,QUAIS DE SEINE
C01193,2024-08-20,Ligne 172,VITRY
C01121,2024-08-20,Ligne 89,SEINE RIVE GAUCHE
C01097,2024-08-20,Ligne 61,FLANDRE
C01202,2024-08-20,Ligne 181,CRETEIL-ST MAUR   
C01393,2024-08-20,Ligne N52,RIVES NORD
C01108,2024-08-20,Ligne 73,DEFENSE OUEST
C01240,2024-08-20,Ligne 244,DEFENSE OUEST
C01334,2024-08-20,Ligne 520,BORDS DE MARNE
C01236,2024-08-20,Ligne 237,RIVES NORD
C01419,2024-08-20,Ligne N13,SEINE RIVE GAUCHE
C01078,2024-08-20,Ligne 28,MONTROUGE
C01349,2024-08-20,Ligne 564,DEFENSE OUEST
C02243,2024-08-20,Ligne 25,CRETEIL-ST MAUR   
C01414,2024-08-20,Ligne N02,PARIS SUD OUEST
C01320,2024-08-20,Ligne 395,MONTROUGE
C02288,2024-08-20,Ligne 193,VITRY
C01265,2024-08-20,Ligne 290,SEINE RIVE GAUCHE
C01169,2024-08-20,Ligne 144,DEFENSE OUEST
C01217,2024-08-20,Ligne 197,MONTROUGE
C01230,2024-08-20,Ligne 216,MONTROUGE
C01407,2024-08-20,Ligne N22,THIAIS
C01122,2024-08-20,Ligne 91,QUAIS DE SEINE
C02494,2024-08-20,Ligne BUSM14,ne pas prendre
C01226,2024-08-20,Ligne 212,BORDS DE MARNE
C01077,2024-08-20,Ligne 27,QUAIS DE SEINE
C01302,2024-08-20,Ligne 355,SAINT DENIS
C01074,2024-08-20,Ligne 22,PARIS SUD OUEST
C02254,2024-08-20,Ligne 40,BELLIARD
C01300,2024-08-20,Ligne ROISSYBUS,AUBERVILLIERS
C01303,2024-08-20,Ligne 356,SAINT DENIS
C01151,2024-08-20,Ligne 122,PARIS EST
C01086,2024-08-20,Ligne 43,BELLIARD
C01311,2024-08-20,Ligne 378,DEFENSE OUEST
C01356,2024-08-20,Ligne RIVER,RIVES NORD
C01818,2024-08-20,Ligne 208B,CRETEIL-ST MAUR   
C01073,2024-08-20,Ligne 21,MONTROUGE
C01417,2024-08-20,Ligne N15,QUAIS DE SEINE
C01253,2024-08-20,Ligne 270,SAINT DENIS
C01222,2024-08-20,Ligne 207,BORDS DE MARNE
C01171,2024-08-20,Ligne 146,PAVILLONS
C01137,2024-08-20,Ligne 108,CRETEIL-ST MAUR   
C01345,2024-08-20,Ligne 559A,DEFENSE OUEST
C01150,2024-08-20,Ligne 121,PARIS EST
C01267,2024-08-20,Ligne 292,THIAIS
C01351,2024-08-20,Ligne 566,DEFENSE OUEST
C01352,2024-08-20,Ligne TIM,PARIS SUD OUEST
C01154,2024-08-20,Ligne 125,VITRY
C01135,2024-08-20,Ligne 106,CRETEIL-ST MAUR   
C01310,2024-08-20,Ligne 372,CRETEIL-ST MAUR   
C01173,2024-08-20,Ligne 148,PAVILLONS
C01256,2024-08-20,Ligne 275,DEFENSE OUEST
C01118,2024-08-20,Ligne 86,PARIS EST
C01481,2024-08-20,Ligne 426,PARIS SUD OUEST
C01156,2024-08-20,Ligne 127,BORDS DE MARNE
C01197,2024-08-20,Ligne 176,DEFENSE OUEST
C01205,2024-08-20,Ligne 184,VITRY
C01245,2024-08-20,Ligne 253,SAINT DENIS
C01185,2024-08-20,Ligne 163,DEFENSE OUEST
C01126,2024-08-20,Ligne 95,AUBERVILLIERS
C01279,2024-08-20,Ligne 312,BORDS DE MARNE
C01160,2024-08-20,Ligne 132,VITRY
C01195,2024-08-20,Ligne 174,RIVES NORD
C01144,2024-08-20,Ligne 115,PARIS EST
C01201,2024-08-20,Ligne 180,QUAIS DE SEINE
C02437,2024-08-20,Ligne 209,BORDS DE MARNE
C01299,2024-08-20,Ligne 351,PAVILLONS
C01696,2024-08-20,Ligne 248,FLANDRE
C01183,2024-08-20,Ligne 160,DEFENSE OUEST
C01110,2024-08-20,Ligne 75,FLANDRE
C01309,2024-08-20,Ligne 370,SAINT DENIS
C01188,2024-08-20,Ligne 166,RIVES NORD
C01081,2024-08-20,Ligne 31,AUBERVILLIERS
C01277,2024-08-20,Ligne 308,CRETEIL-ST MAUR   
C01397,2024-08-20,Ligne N23,PARIS EST
C01218,2024-08-20,Ligne 199,MONTROUGE
C02008,2024-08-20,Ligne 353,SAINT DENIS
C01155,2024-08-20,Ligne 126,SEINE RIVE GAUCHE
C01258,2024-08-20,Ligne 278,DEFENSE OUEST
C01133,2024-08-20,Ligne 104,CRETEIL-ST MAUR   
C01360,2024-08-20,Ligne CHOISYBUS,CRETEIL-ST MAUR   
C01172,2024-08-20,Ligne 147,PAVILLONS
C01138,2024-08-20,Ligne 109,CRETEIL-ST MAUR   
C01404,2024-08-20,Ligne N32,CRETEIL-ST MAUR   
C01680,2024-08-20,Ligne 35,AUBERVILLIERS
C01242,2024-08-20,Ligne 250,SAINT DENIS
C02459,2024-08-20,Ligne 382,THIAIS
C01280,2024-08-20,Ligne 317,CRETEIL-ST MAUR   
C01250,2024-08-20,Ligne 262,DEFENSE OUEST
C01143,2024-08-20,Ligne 114,BORDS DE MARNE
C01415,2024-08-20,Ligne N11,DEFENSE OUEST
C01106,2024-08-20,Ligne 70,PARIS SUD OUEST
C01295,2024-08-20,Ligne 346,PAVILLONS
C01229,2024-08-20,Ligne 215,PARIS EST
C01231,2024-08-20,Ligne 217,CRETEIL-ST MAUR   
C01367,2024-08-20,Ligne V6,QUAIS DE SEINE
C01232,2024-08-20,Ligne 220,BORDS DE MARNE
C01184,2024-08-20,Ligne 162,SEINE RIVE GAUCHE
C01148,2024-08-20,Ligne 119,MONTROUGE
C01163,2024-08-20,Ligne 137,RIVES NORD
C01187,2024-08-20,Ligne 165,DEFENSE OUEST
C01292,2024-08-20,Ligne 340,RIVES NORD
C01159,2024-08-20,Ligne 131,VITRY
C01180,2024-08-20,Ligne 157,DEFENSE OUEST
C01314,2024-08-20,Ligne 388,SEINE RIVE GAUCHE
C01248,2024-08-20,Ligne 258,DEFENSE OUEST
C01695,2024-08-20,Ligne 247,PAVILLONS
C01247,2024-08-20,Ligne 256,SAINT DENIS
C01252,2024-08-20,Ligne 269,SAINT DENIS
C01317,2024-08-20,Ligne 391,SEINE RIVE GAUCHE
C01262,2024-08-20,Ligne 285,THIAIS
C01308,2024-08-20,Ligne 368,SAINT DENIS
C01710,2024-08-20,Ligne 487,THIAIS
C01244,2024-08-20,Ligne 252,AUBERVILLIERS
C01131,2024-08-20,Ligne 102,PARIS EST
C02081,2024-08-20,Ligne 559C,DEFENSE OUEST
C01083,2024-08-20,Ligne 38,AUBERVILLIERS
C01142,2024-08-20,Ligne 113,BORDS DE MARNE
C02538,2024-08-20,Ligne 311,BORDS DE MARNE
C01082,2024-08-20,Ligne 32,BELLIARD
C02205,2024-08-20,Ligne PC,BELLIARD
C01117,2024-08-20,Ligne 85,RIVES NORD
C01182,2024-08-20,Ligne 159,DEFENSE OUEST
C02251,2024-08-20,Ligne 77,PARIS EST
C01328,2024-08-20,Ligne 492,THIAIS
C01304,2024-08-20,Ligne 360,DEFENSE OUEST
C01272,2024-08-20,Ligne 301,PARIS EST
C01338,2024-08-20,Ligne EOLIEN,DEFENSE OUEST
C01316,2024-08-20,Ligne 390,SEINE RIVE GAUCHE
C01403,2024-08-20,Ligne N62,SEINE RIVE GAUCHE
C02244,2024-08-20,Ligne 45,AUBERVILLIERS
C01208,2024-08-20,Ligne 187,THIAIS
C01281,2024-08-20,Ligne 318,PARIS EST
C01392,2024-08-20,Ligne N24,DEFENSE OUEST
C01341,2024-08-20,Ligne 545,PARIS EST
C01134,2024-08-20,Ligne 105,PAVILLONS
C01305,2024-08-20,Ligne 361,SAINT DENIS
C01136,2024-08-20,Ligne 107,CRETEIL-ST MAUR   
C01225,2024-08-20,Ligne 211,BORDS DE MARNE
C01198,2024-08-20,Ligne 177,RIVES NORD
C01808,2024-08-20,Ligne 254,SAINT DENIS
C02314,2024-08-20,Ligne 263,DEFENSE OUEST
C02246,2024-08-20,Ligne 71,PARIS EST
C01175,2024-08-20,Ligne 151,FLANDRE
C01282,2024-08-20,Ligne 319,MONTROUGE
C01112,2024-08-20,Ligne 80,BELLIARD
C01093,2024-08-20,Ligne 56,PARIS EST
C01275,2024-08-20,Ligne 304,DEFENSE OUEST
C01088,2024-08-20,Ligne 47,VITRY
C01807,2024-08-20,Ligne N66,SEINE RIVE GAUCHE
C01326,2024-08-20,Ligne 485,THIAIS
C01090,2024-08-20,Ligne 52,PARIS SUD OUEST
C01406,2024-08-20,Ligne N43,AUBERVILLIERS
C01409,2024-08-20,Ligne N53,DEFENSE OUEST
C01233,2024-08-20,Ligne 221,BORDS DE MARNE
C01350,2024-08-20,Ligne 565,DEFENSE OUEST
C01216,2024-08-20,Ligne 196,MONTROUGE
C01263,2024-08-20,Ligne 286,THIAIS
C01116,2024-08-20,Ligne 84,MONTROUGE
C01087,2024-08-20,Ligne 46,PARIS EST
C01369,2024-08-20,Ligne 595,SEINE RIVE GAUCHE
C01411,2024-08-20,Ligne N41,PAVILLONS
C01190,2024-08-20,Ligne 169,PARIS SUD OUEST
C01096,2024-08-20,Ligne 60,BELLIARD
C01165,2024-08-20,Ligne 139,AUBERVILLIERS
C01207,2024-08-20,Ligne 186,VITRY
C01819,2024-08-20,Ligne 208S,CRETEIL-ST MAUR   
C02245,2024-08-20,Ligne 59,MONTROUGE
C01079,2024-08-20,Ligne 29,PARIS EST
C01318,2024-08-20,Ligne 393,CRETEIL-ST MAUR   
C01257,2024-08-20,Ligne 276,DEFENSE OUEST
C01114,2024-08-20,Ligne 82,PARIS SUD OUEST
C01203,2024-08-20,Ligne 182,VITRY
C01152,2024-08-20,Ligne 123,SEINE RIVE GAUCHE
C01234,2024-08-20,Ligne 234,PAVILLONS
C01416,2024-08-20,Ligne N16,PARIS EST
C01821,2024-08-20,Ligne 486,THIAIS
C01254,2024-08-20,Ligne 272,DEFENSE OUEST
C01365,2024-08-20,Ligne TUVIM,SEINE RIVE GAUCHE
C01408,2024-08-20,Ligne N63,SEINE RIVE GAUCHE
C01332,2024-08-20,Ligne BATIGNO,BELLIARD
C01224,2024-08-20,Ligne 210,BORDS DE MARNE
C01204,2024-08-20,Ligne 183,THIAIS
C01347,2024-08-20,Ligne V4,QUAIS DE SEINE
C01323,2024-08-20,Ligne 421,BORDS DE MARNE
C01324,2024-08-20,Ligne 467,DEFENSE OUEST
C01125,2024-08-20,Ligne 94,MONTROUGE
C01289,2024-08-20,Ligne 330,FLANDRE
C01261,2024-08-20,Ligne ORLYBUS,QUAIS DE SEINE
C01315,2024-08-20,Ligne 389,SEINE RIVE GAUCHE
C01420,2024-08-20,Ligne N12,PARIS EST
C01103,2024-08-20,Ligne 67,MONTROUGE
C01227,2024-08-20,Ligne 213,BORDS DE MARNE
C01330,2024-08-20,Ligne BIEVRES,QUAIS DE SEINE
C01102,2024-08-20,Ligne 66,RIVES NORD
C01149,2024-08-20,Ligne 120,BORDS DE MARNE
C01221,2024-08-20,Ligne 206,BORDS DE MARNE
C01210,2024-08-20,Ligne 189,SEINE RIVE GAUCHE
C01319,2024-08-20,Ligne 394,SEINE RIVE GAUCHE
C01266,2024-08-20,Ligne 291,MONTROUGE
C01273,2024-08-20,Ligne 302,AUBERVILLIERS
C01215,2024-08-20,Ligne 195,SEINE RIVE GAUCHE
C01413,2024-08-20,Ligne N01,PARIS EST
C01228,2024-08-20,Ligne 214,BORDS DE MARNE
C01168,2024-08-20,Ligne 143,PAVILLONS
C01166,2024-08-20,Ligne 140,RIVES NORD
C01095,2024-08-20,Ligne 58,SEINE RIVE GAUCHE
C01249,2024-08-20,Ligne 261,SAINT DENIS
C01294,2024-08-20,Ligne 341,BELLIARD
C01219,2024-08-20,Ligne 201,CRETEIL-ST MAUR   
C01756,2024-08-20,Ligne 337,SAINT DENIS
C01353,2024-08-20,Ligne SUBB,PARIS SUD OUEST
C01213,2024-08-20,Ligne 192,THIAIS
C01400,2024-08-20,Ligne N31,VITRY
C01399,2024-08-20,Ligne N33,CRETEIL-ST MAUR   
C01278,2024-08-20,Ligne 310,BORDS DE MARNE
C01274,2024-08-20,Ligne 303,BORDS DE MARNE
C01307,2024-08-20,Ligne 367,DEFENSE OUEST
C01105,2024-08-20,Ligne 69,PARIS EST
C01331,2024-08-20,Ligne TILLBUS,PARIS EST
C01214,2024-08-20,Ligne 194,SEINE RIVE GAUCHE
C01132,2024-08-20,Ligne 103,CRETEIL-ST MAUR   
C01075,2024-08-20,Ligne 24,CRETEIL-ST MAUR   
C01361,2024-08-20,Ligne V2,THIAIS
C01243,2024-08-20,Ligne 251,PAVILLONS
C01089,2024-08-20,Ligne 48,PARIS EST
C01418,2024-08-20,Ligne N14,MONTROUGE
C01421,2024-08-20,Ligne N122,QUAIS DE SEINE
C01196,2024-08-20,Ligne 175,RIVES NORD
C01140,2024-08-20,Ligne 111,CRETEIL-ST MAUR   
C01211,2024-08-20,Ligne 190,SEINE RIVE GAUCHE
C01104,2024-08-20,Ligne 68,SEINE RIVE GAUCHE
C01485,2024-08-20,Ligne 459,PARIS SUD OUEST
C01099,2024-08-20,Ligne 63,QUAIS DE SEINE
C01362,2024-08-20,Ligne V5,QUAIS DE SEINE
C01246,2024-08-20,Ligne 255,SAINT DENIS
C01107,2024-08-20,Ligne 72,PARIS SUD OUEST
C01141,2024-08-20,Ligne 112,CRETEIL-ST MAUR   
C02000,2024-08-20,Ligne 259,DEFENSE OUEST
C01359,2024-08-20,Ligne V3,VITRY
C01251,2024-08-20,Ligne 268,SAINT DENIS
C01412,2024-08-20,Ligne N35,CRETEIL-ST MAUR   
C01071,2024-08-20,Ligne TVM,THIAIS
C01271,2024-08-20,Ligne 299,MONTROUGE 
C01124,2024-08-20,Ligne 93,DEFENSE OUEST
C01085,2024-08-20,Ligne 42,PARIS SUD OUEST
C01422,2024-08-20,Ligne N153,QUAIS DE SEINE
C01153,2024-08-20,Ligne 124,BORDS DE MARNE
C01191,2024-08-20,Ligne 170,AUBERVILLIERS
C01329,2024-08-20,Ligne CHARONNE,PARIS EST
C01285,2024-08-20,Ligne 321,BORDS DE MARNE
C01094,2024-08-20,Ligne 57,QUAIS DE SEINE
C01342,2024-08-20,Ligne TUB,Pavillons
C01212,2024-08-20,Ligne 191,SEINE RIVE GAUCHE
C01080,2024-08-20,Ligne 30,PARIS SUD OUEST
C01161,2024-08-20,Ligne 133,FLANDRE
C01192,2024-08-20,Ligne 171,PARIS SUD OUEST
C02082,2024-08-20,Ligne 559D,DEFENSE OUEST
C01109,2024-08-20,Ligne 74,RIVES NORD
C01146,2024-08-20,Ligne 117,CRETEIL-ST MAUR   
C01167,2024-08-20,Ligne 141,DEFENSE OUEST
C01164,2024-08-20,Ligne 138,SAINT DENIS
C01127,2024-08-20,Ligne 96,PARIS EST
C01158,2024-08-20,Ligne 129,PARIS EST
C01410,2024-08-20,Ligne N71,THIAIS
C01839,2024-08-20,Ligne PORT,RIVES NORD
C01241,2024-08-20,Ligne 249,FLANDRE
C01181,2024-08-20,Ligne 158,DEFENSE OUEST
C01141,2024-08-21,Ligne 112,CRETEIL-ST MAUR   
C01271,2024-08-21,Ligne 299,MONTROUGE 
C01253,2024-08-21,Ligne 270,SAINT DENIS
C01338,2024-08-21,Ligne EOLIEN,DEFENSE OUEST
C01160,2024-08-21,Ligne 132,VITRY
C01209,2024-08-21,Ligne 188,MONTROUGE
C01330,2024-08-21,Ligne BIEVRES,QUAIS DE SEINE
C01156,2024-08-21,Ligne 127,BORDS DE MARNE
C01150,2024-08-21,Ligne 121,PARIS EST
C01415,2024-08-21,Ligne N11,DEFENSE OUEST
C01405,2024-08-21,Ligne N45,PAVILLONS
C01254,2024-08-21,Ligne 272,DEFENSE OUEST
C01680,2024-08-21,Ligne 35,AUBERVILLIERS
C01256,2024-08-21,Ligne 275,DEFENSE OUEST
C01402,2024-08-21,Ligne N61,PARIS SUD OUEST
C01393,2024-08-21,Ligne N52,RIVES NORD
C01250,2024-08-21,Ligne 262,DEFENSE OUEST
C01295,2024-08-21,Ligne 346,PAVILLONS
C01210,2024-08-21,Ligne 189,SEINE RIVE GAUCHE
C01247,2024-08-21,Ligne 256,SAINT DENIS
C01266,2024-08-21,Ligne 291,MONTROUGE
C01278,2024-08-21,Ligne 310,BORDS DE MARNE
C01089,2024-08-21,Ligne 48,PARIS EST
C01221,2024-08-21,Ligne 206,BORDS DE MARNE
C01200,2024-08-21,Ligne 179,SEINE RIVE GAUCHE
C01353,2024-08-21,Ligne SUBB,PARIS SUD OUEST
C01267,2024-08-21,Ligne 292,THIAIS
C01224,2024-08-21,Ligne 210,BORDS DE MARNE
C01158,2024-08-21,Ligne 129,PARIS EST
C01076,2024-08-21,Ligne 26,BELLIARD
C01151,2024-08-21,Ligne 122,PARIS EST
C01304,2024-08-21,Ligne 360,DEFENSE OUEST
C01365,2024-08-21,Ligne TUVIM,SEINE RIVE GAUCHE
C01184,2024-08-21,Ligne 162,SEINE RIVE GAUCHE
C01137,2024-08-21,Ligne 108,CRETEIL-ST MAUR   
C01354,2024-08-21,Ligne TUC,RIVES NORD
C01243,2024-08-21,Ligne 251,PAVILLONS
C01086,2024-08-21,Ligne 43,BELLIARD
C01780,2024-08-21,Ligne THIAIS,ne pas prendre
C02494,2024-08-21,Ligne BUSM14,ne pas prendre
C01352,2024-08-21,Ligne TIM,PARIS SUD OUEST
C01281,2024-08-21,Ligne 318,PARIS EST
C01300,2024-08-21,Ligne ROISSYBUS,AUBERVILLIERS
C01392,2024-08-21,Ligne N24,DEFENSE OUEST
C01334,2024-08-21,Ligne 520,BORDS DE MARNE
C01177,2024-08-21,Ligne 153,SAINT DENIS
C01109,2024-08-21,Ligne 74,RIVES NORD
C01122,2024-08-21,Ligne 91,QUAIS DE SEINE
C01173,2024-08-21,Ligne 148,PAVILLONS
C01239,2024-08-21,Ligne 241,DEFENSE OUEST
C01807,2024-08-21,Ligne N66,SEINE RIVE GAUCHE
C01350,2024-08-21,Ligne 565,DEFENSE OUEST
C01211,2024-08-21,Ligne 190,SEINE RIVE GAUCHE
C01808,2024-08-21,Ligne 254,SAINT DENIS
C01234,2024-08-21,Ligne 234,PAVILLONS
C01126,2024-08-21,Ligne 95,AUBERVILLIERS
C01112,2024-08-21,Ligne 80,BELLIARD
C01363,2024-08-21,Ligne V7,THIAIS
C01261,2024-08-21,Ligne ORLYBUS,QUAIS DE SEINE
C01327,2024-08-21,Ligne 488,THIAIS
C01252,2024-08-21,Ligne 269,SAINT DENIS
C01413,2024-08-21,Ligne N01,PARIS EST
C01318,2024-08-21,Ligne 393,CRETEIL-ST MAUR   
C01260,2024-08-21,Ligne 281,CRETEIL-ST MAUR   
C01148,2024-08-21,Ligne 119,MONTROUGE
C01821,2024-08-21,Ligne 486,THIAIS
C01342,2024-08-21,Ligne TUB,Pavillons
C01403,2024-08-21,Ligne N62,SEINE RIVE GAUCHE
C01314,2024-08-21,Ligne 388,SEINE RIVE GAUCHE
C01361,2024-08-21,Ligne V2,THIAIS
C01205,2024-08-21,Ligne 184,VITRY
C02007,2024-08-21,Ligne 168,SAINT DENIS
C01111,2024-08-21,Ligne 76,PARIS EST
C01193,2024-08-21,Ligne 172,VITRY
C01146,2024-08-21,Ligne 117,CRETEIL-ST MAUR   
C01202,2024-08-21,Ligne 181,CRETEIL-ST MAUR   
C01226,2024-08-21,Ligne 212,BORDS DE MARNE
C01096,2024-08-21,Ligne 60,BELLIARD
C02251,2024-08-21,Ligne 77,PARIS EST
C01710,2024-08-21,Ligne 487,THIAIS
C02244,2024-08-21,Ligne 45,AUBERVILLIERS
C01125,2024-08-21,Ligne 94,MONTROUGE
C01277,2024-08-21,Ligne 308,CRETEIL-ST MAUR   
C01090,2024-08-21,Ligne 52,PARIS SUD OUEST
C01309,2024-08-21,Ligne 370,SAINT DENIS
C01279,2024-08-21,Ligne 312,BORDS DE MARNE
C01273,2024-08-21,Ligne 302,AUBERVILLIERS
C01223,2024-08-21,Ligne 208A,CRETEIL-ST MAUR   
C02437,2024-08-21,Ligne 209,BORDS DE MARNE
C01400,2024-08-21,Ligne N31,VITRY
C01255,2024-08-21,Ligne 274,RIVES NORD
C01329,2024-08-21,Ligne CHARONNE,PARIS EST
C02008,2024-08-21,Ligne 353,SAINT DENIS
C02254,2024-08-21,Ligne 40,BELLIARD
C01165,2024-08-21,Ligne 139,AUBERVILLIERS
C01115,2024-08-21,Ligne 83,QUAIS DE SEINE
C01394,2024-08-21,Ligne N51,BELLIARD
C01232,2024-08-21,Ligne 220,BORDS DE MARNE
C01235,2024-08-21,Ligne 235,RIVES NORD
